"","Age","Year","Female","Male","Total"
"3361",58,2013,1191954,895434,2087388
"3362",58,2014,1186719,899226,2085945
"3363",58,2015,1164946,892002,2056948
"3364",59,1959,468400,240101,708501
"3365",59,1960,759021.67,303956.54,1062978.21
"3366",59,1961,563159.57,235229.28,798388.85
"3367",59,1962,677304.7,301789.95,979094.65
"3368",59,1963,718279.6,334225.93,1052505.53
"3369",59,1964,702210.44,353619.17,1055829.61
"3370",59,1965,696490.08,355915.1,1052405.18
"3371",59,1966,732436.83,389406.78,1121843.61
"3372",59,1967,741106.14,398862.18,1139968.32
"3373",59,1968,786883.68,403670.19,1190553.87
"3374",59,1969,798677.25,425666.91,1224344.16
"3375",59,1970,836427,447504,1283931
"3376",59,1971,862384,444788,1307172
"3377",59,1972,922388,472767,1395155
"3378",59,1973,846049,454731,1300780
"3379",59,1974,920031,468485,1388516
"3380",59,1975,724304,381298,1105602
"3381",59,1976,591960,309864,901824
"3382",59,1977,512669,279834,792503
"3383",59,1978,753316,409735,1163051
"3384",59,1979,622932,321982,944914
"3385",59,1980,611536,319947,931483
"3386",59,1981,664975,343795,1008770
"3387",59,1982,788299,377536,1165835
"3388",59,1983,915671,450045,1365716
"3389",59,1984,977581,528056,1505637
"3390",59,1985,1006429,588693,1595122
"3391",59,1986,1075361,723529,1798890
"3392",59,1987,1084614,811185,1895799
"3393",59,1988,1120260,840149,1960409
"3394",59,1989,1068320,824233,1892553
"3395",59,1990,1037138,789093,1826231
"3396",59,1991,904054,718884,1622938
"3397",59,1992,914290,695588,1609878
"3398",59,1993,723103,560857,1283960
"3399",59,1994,711115,556237,1267352
"3400",59,1995,866521,678956,1545477
"3401",59,1996,974836,750973,1725809
"3402",59,1997,1157593,888308,2045901
"3403",59,1998,1150017,862556,2012573
"3404",59,1999,1118814,840363,1959177
"3405",59,2000,984216,743146,1727362
"3406",59,2001,911687,679346,1591033
"3407",59,2002,584104,430722,1014826
"3408",59,2003,364704,274307,639011
"3409",59,2004,394180,297467,691647
"3410",59,2005,508347,382892,891239
"3411",59,2006,826059,618578,1444637
"3412",59,2007,908043,686602,1594645
"3413",59,2008,916281,689482,1605763
"3414",59,2009,1101636,824321,1925957
"3415",59,2010,1069245,804622,1873867
"3416",59,2011,1070695,797362,1868057
"3417",59,2012,1100901,815038,1915939
"3418",59,2013,1077708,798236,1875944
"3419",59,2014,1182899,874723,2057622
"3420",59,2015,1178109,878552,2056661
"3421",60,1959,602520,264388,866908
"3422",60,1960,470626.24,235003.13,705629.37
"3423",60,1961,737836.35,293341.14,1031177.49
"3424",60,1962,564966.31,232388.09,797354.4
"3425",60,1963,669119.6,294348.25,963467.85
"3426",60,1964,705952.51,325209.91,1031162.42
"3427",60,1965,697376.37,345445.41,1042821.78
"3428",60,1966,693270.56,347310.17,1040580.73
"3429",60,1967,725608.5,378732.82,1104341.32
"3430",60,1968,739352.9,391260.64,1130613.54
"3431",60,1969,775500.85,390194.79,1165695.64
"3432",60,1970,799501,418400,1217901
"3433",60,1971,828919,436802,1265721
"3434",60,1972,851507,438522,1290029
"3435",60,1973,913403,463816,1377219
"3436",60,1974,838436,445562,1283998
"3437",60,1975,910342,457546,1367888
"3438",60,1976,717449,372032,1089481
"3439",60,1977,587129,302032,889161
"3440",60,1978,506371,272690,779061
"3441",60,1979,746359,400520,1146879
"3442",60,1980,617682,314316,931998
"3443",60,1981,604433,310928,915361
"3444",60,1982,656594,334170,990764
"3445",60,1983,776894,365976,1142870
"3446",60,1984,901579,435532,1337111
"3447",60,1985,967580,511586,1479166
"3448",60,1986,996364,570601,1566965
"3449",60,1987,1065957,704628,1770585
"3450",60,1988,1075804,790666,1866470
"3451",60,1989,1106495,816834,1923329
"3452",60,1990,1059214,804379,1863593
"3453",60,1991,1030000,770535,1800535
"3454",60,1992,894761,698712,1593473
"3455",60,1993,901333,673405.5,1574738.5
"3456",60,1994,711791,539045,1250836
"3457",60,1995,703190,535585,1238775
"3458",60,1996,858984,655887,1514871
"3459",60,1997,965801,726345,1692146
"3460",60,1998,1148273,861939,2010212
"3461",60,1999,1140111,837506,1977617
"3462",60,2000,1107484,812431,1919915
"3463",60,2001,975447,718549,1693996
"3464",60,2002,899908,652479,1552387
"3465",60,2003,579082.5,415054,994136.5
"3466",60,2004,361736,265458,627194
"3467",60,2005,390069,287466,677535
"3468",60,2006,505120,371149,876269
"3469",60,2007,818638,600302,1418940
"3470",60,2008,899337,665988,1565325
"3471",60,2009,907755,668426,1576181
"3472",60,2010,1091298,799557,1890855
"3473",60,2011,1060093,781775,1841868
"3474",60,2012,1060674,774528,1835202
"3475",60,2013,1091165,793014,1884179
"3476",60,2014,1069006,777983,1846989
"3477",60,2015,1173482,852172,2025654
"3478",61,1959,421362,215237,636599
"3479",61,1960,586761.03,255433.45,842194.48
"3480",61,1961,472655.22,229998.84,702654.06
"3481",61,1962,716216.1,282442.84,998658.94
"3482",61,1963,566120.26,229178.34,795298.6
"3483",61,1964,660680.36,286927.12,947607.48
"3484",61,1965,693544.49,316561.15,1010105.64
"3485",61,1966,691968.05,336746.89,1028714.94
"3486",61,1967,689763.61,338534.79,1028298.4
"3487",61,1968,718003.29,367573.78,1085577.07
"3488",61,1969,736905.06,383146.16,1120051.22
"3489",61,1970,763005,375877,1138882
"3490",61,1971,788468,398878,1187346
"3491",61,1972,818181,427319,1245500
"3492",61,1973,837769,425812,1263581
"3493",61,1974,901134,448745,1349879
"3494",61,1975,827996,432118,1260114
"3495",61,1976,896425,443065,1339490
"3496",61,1977,708067,359877,1067944
"3497",61,1978,578571,292037,870608
"3498",61,1979,498245,263470,761715
"3499",61,1980,730017,385150,1115167
"3500",61,1981,611938,305991,917929
"3501",61,1982,596948,301605,898553
"3502",61,1983,647356,324141,971497
"3503",61,1984,764748,353749,1118497
"3504",61,1985,886939,420391,1307330
"3505",61,1986,957099,495013,1452112
"3506",61,1987,986633,553621,1540254
"3507",61,1988,1055804,685100,1740904
"3508",61,1989,1066267,769277,1835544
"3509",61,1990,1095394,794581,1889975
"3510",61,1991,1049131,782125,1831256
"3511",61,1992,1019513,748443,1767956
"3512",61,1993,881977,676079.5,1558056.5
"3513",61,1994,887347,647322,1534669
"3514",61,1995,702410,517799.5,1220209.5
"3515",61,1996,696276,515881,1212157
"3516",61,1997,850244,633284,1483528
"3517",61,1998,955911,702757,1658668
"3518",61,1999,1138146,835281,1973427
"3519",61,2000,1127034,806866,1933900
"3520",61,2001,1095204,782610,1877814
"3521",61,2002,965025,691370,1656395
"3522",61,2003,888059,624353.5,1512412.5
"3523",61,2004,570404,397231,967635
"3524",61,2005,358533,256726,615259
"3525",61,2006,385719,277483,663202
"3526",61,2007,501036,360350,861386
"3527",61,2008,810248,580530,1390778
"3528",61,2009,889889,643840,1533729
"3529",61,2010,898802,647063,1545865
"3530",61,2011,1080357,773734,1854091
"3531",61,2012,1049773,758367,1808140
"3532",61,2013,1050494,750632,1801126
"3533",61,2014,1081376,770111,1851487
"3534",61,2015,1059852,755880,1815732
"3535",62,1959,498355,241964,740319
"3536",62,1960,421535.95,210221.33,631757.28
"3537",62,1961,571244.55,246700.76,817945.31
"3538",62,1962,474631.69,224808.77,699440.46
"3539",62,1963,693564.06,270920.55,964484.61
"3540",62,1964,567234.18,225943.28,793177.46
"3541",62,1965,652245.59,279633.75,931879.34
"3542",62,1966,680403.75,307198.05,987601.8
"3543",62,1967,686263.19,327772.88,1014036.07
"3544",62,1968,685479.56,329226.6,1014706.16
"3545",62,1969,709992.45,356148.52,1066140.97
"3546",62,1970,733657,374253,1107910
"3547",62,1971,753832,368411,1122243
"3548",62,1972,778137,386977,1165114
"3549",62,1973,808143,413726,1221869
"3550",62,1974,824717,415159,1239876
"3551",62,1975,889684,434850,1324534
"3552",62,1976,818222,419718,1237940
"3553",62,1977,883384,429305,1312689
"3554",62,1978,698941,348663,1047604
"3555",62,1979,570378,282604,852982
"3556",62,1980,494351,255789,750140
"3557",62,1981,713312,369172,1082484
"3558",62,1982,605742,297426,903168
"3559",62,1983,588688,292150,880838
"3560",62,1984,637416,313536,950952
"3561",62,1985,751968,341152,1093120
"3562",62,1986,871716,405176,1276892
"3563",62,1987,946797,479509,1426306
"3564",62,1988,975857,536268,1512125
"3565",62,1989,1044523,664382,1708905
"3566",62,1990,1054851,747229,1802080
"3567",62,1991,1084839,771211,1856050
"3568",62,1992,1035384,757003,1792387
"3569",62,1993,1004310,722126.5,1726436.5
"3570",62,1994,867784,648470,1516254
"3571",62,1995,875572.5,621094,1496666.5
"3572",62,1996,692161,497306,1189467
"3573",62,1997,688099,497070,1185169
"3574",62,1998,840988,611723,1452711
"3575",62,1999,945442,678925,1624367
"3576",62,2000,1124143,803631,1927774
"3577",62,2001,1113094,774008,1887102
"3578",62,2002,1080448,749999,1830447
"3579",62,2003,954647,663668,1618315
"3580",62,2004,877489,598214,1475703
"3581",62,2005,560060,379621,939681
"3582",62,2006,355334,247950,603284
"3583",62,2007,381286,268135,649421
"3584",62,2008,495625,348595,844220
"3585",62,2009,800877,560212,1361089
"3586",62,2010,880204,622261,1502465
"3587",62,2011,889467,625581,1515048
"3588",62,2012,1068541,747820,1816361
"3589",62,2013,1039151,735272,1774423
"3590",62,2014,1039971,727580,1767551
"3591",62,2015,1071195,746720,1817915
"3592",63,1959,471168,229831,700999
"3593",63,1960,488891.63,233108.37,722000
"3594",63,1961,420982.65,204800.27,625782.92
"3595",63,1962,554437.69,237024.35,791462.04
"3596",63,1963,474809.46,218502.46,693311.92
"3597",63,1964,670068.97,258845.05,928914.02
"3598",63,1965,567514.45,222315.61,789830.06
"3599",63,1966,642376.55,271173.07,913549.62
"3600",63,1967,666195.04,296990.89,963185.93
"3601",63,1968,679249.14,317728.98,996978.12
"3602",63,1969,680466.24,319153.49,999619.73
"3603",63,1970,700774,343593,1044367
"3604",63,1971,722275,345851,1068126
"3605",63,1972,744327,356595,1100922
"3606",63,1973,766233,372011,1138244
"3607",63,1974,797356,399685,1197041
"3608",63,1975,811150,403460,1214610
"3609",63,1976,877626,420315,1297941
"3610",63,1977,807410,406456,1213866
"3611",63,1978,870216,415094,1285310
"3612",63,1979,689089,336831,1025920
"3613",63,1980,562210,272812,835022
"3614",63,1981,489820,247242,737062
"3615",63,1982,695910,353017,1048927
"3616",63,1983,598599,288434,887033
"3617",63,1984,579766,281836,861602
"3618",63,1985,626807,302534,929341
"3619",63,1986,738639,328096,1066735
"3620",63,1987,856691,390908,1247599
"3621",63,1988,935242,463682,1398924
"3622",63,1989,964301,518802,1483103
"3623",63,1990,1031762,644249,1676011
"3624",63,1991,1042313,722842,1765155
"3625",63,1992,1070449,744238,1814687
"3626",63,1993,1017403,728202.5,1745605.5
"3627",63,1994,987277,691124,1678401
"3628",63,1995,854262,618968.5,1473230.5
"3629",63,1996,862844,596043,1458887
"3630",63,1997,681516,477082,1158598
"3631",63,1998,679450,478766,1158216
"3632",63,1999,830749,590016,1420765
"3633",63,2000,931952,651502,1583454
"3634",63,2001,1109186,770794,1879980
"3635",63,2002,1096796,739624,1836420
"3636",63,2003,1065874.5,716421,1782295.5
"3637",63,2004,944388,636004,1580392
"3638",63,2005,866190,573403,1439593
"3639",63,2006,549886,362335,912221
"3640",63,2007,351676,239957,591633
"3641",63,2008,376290,258419,634709
"3642",63,2009,489794,336304,826098
"3643",63,2010,791040,539800,1330840
"3644",63,2011,869424,600673,1470097
"3645",63,2012,879156,604179,1483335
"3646",63,2013,1056295,722448,1778743
"3647",63,2014,1028138,712846,1740984
"3648",63,2015,1029035,704000,1733035
"3649",64,1959,428648,210797,639445
"3650",64,1960,462060.56,221427.23,683487.79
"3651",64,1961,479518.65,224553.2,704071.85
"3652",64,1962,419942.37,199241.93,619184.3
"3653",64,1963,537078.32,227085.03,764163.35
"3654",64,1964,474877.02,212341.62,687218.64
"3655",64,1965,646543.85,247165.88,893709.73
"3656",64,1966,567162.55,218304.98,785467.53
"3657",64,1967,631928.9,262513.76,894442.66
"3658",64,1968,651309.05,286443.03,937752.08
"3659",64,1969,671762.92,307303.86,979066.78
"3660",64,1970,674297,308151,982448
"3661",64,1971,691357,330303,1021660
"3662",64,1972,714031,334650,1048681
"3663",64,1973,734525,345234,1079759
"3664",64,1974,755516,358152,1113668
"3665",64,1975,787509,386247,1173756
"3666",64,1976,798658,392328,1190986
"3667",64,1977,866330,406176,1272506
"3668",64,1978,797239,392836,1190075
"3669",64,1979,858274,401337,1259611
"3670",64,1980,678704,324578,1003282
"3671",64,1981,553349,261998,815347
"3672",64,1982,484689,238899,723588
"3673",64,1983,677586,336340,1013926
"3674",64,1984,590789,278768,869557
"3675",64,1985,570242,271198,841440
"3676",64,1986,615714,291251,906965
"3677",64,1987,725474,315943,1041417
"3678",64,1988,840335,376375,1216710
"3679",64,1989,922611,447361,1369972
"3680",64,1990,950855,501764,1452619
"3681",64,1991,1018189,621783,1639972
"3682",64,1992,1026364,696106,1722470
"3683",64,1993,1050856,714012,1764868
"3684",64,1994,997706,694791,1692497
"3685",64,1995,971340.5,659712,1631052.5
"3686",64,1996,840066,590588,1430654
"3687",64,1997,849713,571566,1421279
"3688",64,1998,670180,457239,1127419
"3689",64,1999,669842,460512,1130354
"3690",64,2000,818002,564845,1382847
"3691",64,2001,917491,622522,1540013
"3692",64,2002,1092108,735877,1827985
"3693",64,2003,1080150,704362.5,1784512.5
"3694",64,2004,1051461,684307,1735768
"3695",64,2005,932584,608920,1541504
"3696",64,2006,854248,548616,1402864
"3697",64,2007,540081,346491,886572
"3698",64,2008,347300,231092,578392
"3699",64,2009,370896,248293,619189
"3700",64,2010,483689,324066,807755
"3701",64,2011,780735,520130,1300865
"3702",64,2012,858072,578677,1436749
"3703",64,2013,868413,583044,1451457
"3704",64,2014,1043746,697767,1741513
"3705",64,2015,1016786,689749,1706535
"3706",65,1959,450940,215720,666660
"3707",65,1960,420740.52,202703.99,623444.51
"3708",65,1961,452698.64,213051.71,665750.35
"3709",65,1962,469198.72,215500.88,684699.6
"3710",65,1963,417705.48,192858.74,610564.22
"3711",65,1964,519135.75,217072.78,736208.53
"3712",65,1965,474528.49,206222.13,680750.62
"3713",65,1966,621828.28,234527.59,856355.87
"3714",65,1967,565804.13,213718.58,779522.71
"3715",65,1968,620730.62,253488.33,874218.95
"3716",65,1969,635574.14,275221.09,910795.23
"3717",65,1970,662685,295663,958348
"3718",65,1971,663027,295031,958058
"3719",65,1972,681110,316252,997362
"3720",65,1973,702074,321845,1023919
"3721",65,1974,723033,332333,1055366
"3722",65,1975,743308,342959,1086267
"3723",65,1976,775472,371326,1146798
"3724",65,1977,783988,377169,1161157
"3725",65,1978,852597,390555,1243152
"3726",65,1979,784711,377527,1162238
"3727",65,1980,843445,385342,1228787
"3728",65,1981,667000,311231,978231
"3729",65,1982,543503,251311,794814
"3730",65,1983,478839,230071,708910
"3731",65,1984,658205,319062,977267
"3732",65,1985,582278,268641,850919
"3733",65,1986,560200,260546,820746
"3734",65,1987,604663,280575,885238
"3735",65,1988,710957,303693,1014650
"3736",65,1989,822701,361486,1184187
"3737",65,1990,908019,431517,1339536
"3738",65,1991,936940,483395,1420335
"3739",65,1992,1000886,596817,1597703
"3740",65,1993,1005675,665922.5,1671597.5
"3741",65,1994,1029615,678909,1708524
"3742",65,1995,978366.5,659685,1638051.5
"3743",65,1996,957534,632677,1590211
"3744",65,1997,825313,563282,1388595
"3745",65,1998,835418,547720,1383138
"3746",65,1999,658033,437426,1095459
"3747",65,2000,658209,439089,1097298
"3748",65,2001,803866,538633,1342499
"3749",65,2002,900676,592340,1493016
"3750",65,2003,1074042.5,700654,1774696.5
"3751",65,2004,1063610,671268,1734878
"3752",65,2005,1035493,653209,1688702
"3753",65,2006,919745,582092,1501837
"3754",65,2007,841790,524831,1366621
"3755",65,2008,531204,331469,862673
"3756",65,2009,342260,221707,563967
"3757",65,2010,365464,238145,603609
"3758",65,2011,477202,311974,789176
"3759",65,2012,769749,499892,1269641
"3760",65,2013,846343,557267,1403610
"3761",65,2014,857376,562469,1419845
"3762",65,2015,1030393,672650,1703043
"3763",66,1959,385919,184367,570286
"3764",66,1960,437416.7,206229.03,643645.73
"3765",66,1961,412866.27,195047.48,607913.75
"3766",66,1962,442636.85,204432.61,647069.46
"3767",66,1963,457981.79,205955.57,663937.36
"3768",66,1964,415379.77,186840.07,602219.84
"3769",66,1965,501164.94,207344.99,708509.93
"3770",66,1966,473427.68,199541.11,672968.79
"3771",66,1967,596525.12,221704.82,818229.94
"3772",66,1968,563767.22,208910.67,772677.89
"3773",66,1969,608593.63,243928.04,852521.67
"3774",66,1970,618341,263144,881485
"3775",66,1971,644832,281809,926641
"3776",66,1972,652553,282692,935245
"3777",66,1973,669502,303497,972999
"3778",66,1974,690250,308709,998959
"3779",66,1975,712274,319861,1032135
"3780",66,1976,730723,328152,1058875
"3781",66,1977,763483,356767,1120250
"3782",66,1978,769446,362448,1131894
"3783",66,1979,838651,375204,1213855
"3784",66,1980,768681,361195,1129876
"3785",66,1981,827017,368484,1195501
"3786",66,1982,654520,297944,952464
"3787",66,1983,533044,240391,773435
"3788",66,1984,472493,220692,693185
"3789",66,1985,637972,301506,939478
"3790",66,1986,573168,258480,831648
"3791",66,1987,550112,250277,800389
"3792",66,1988,592212,269953,862165
"3793",66,1989,695049,291253,986302
"3794",66,1990,808318,348089,1156407
"3795",66,1991,892797,414420,1307217
"3796",66,1992,919554,462752,1382306
"3797",66,1993,979268.5,569610.5,1548879
"3798",66,1994,982939,631662,1614601
"3799",66,1995,1008563,643037.5,1651600.5
"3800",66,1996,956642,623975,1580617
"3801",66,1997,942234,605940,1548174
"3802",66,1998,809668,536581,1346249
"3803",66,1999,820203,523540,1343743
"3804",66,2000,644067,415216,1059283
"3805",66,2001,645323,417005,1062328
"3806",66,2002,787996,511241,1299237
"3807",66,2003,884087,561652,1445739
"3808",66,2004,1056277,667126,1723403
"3809",66,2005,1045322,639295,1684617
"3810",66,2006,1018797,622219,1641016
"3811",66,2007,906170,556471,1462641
"3812",66,2008,828088,501440,1329528
"3813",66,2009,521743,316369,838112
"3814",66,2010,337010,212553,549563
"3815",66,2011,359686,228391,588077
"3816",66,2012,470085,299785,769870
"3817",66,2013,758197,480551,1238748
"3818",66,2014,833979,536252,1370231
"3819",66,2015,845857,541564,1387421
"3820",67,1959,354377,163071,517448
"3821",67,1960,376111.76,176499.64,552611.4
"3822",67,1961,423742.11,196999.58,620741.69
"3823",67,1962,404229.42,186979.04,591208.46
"3824",67,1963,431657.05,195308.92,626965.97
"3825",67,1964,446414.45,196449.1,642863.55
"3826",67,1965,412694.91,180796.15,593491.06
"3827",67,1966,482183.11,196956.74,679139.85
"3828",67,1967,471658.79,192669.34,664328.13
"3829",67,1968,570242.32,208583.18,778825.5
"3830",67,1969,560967.48,203768.97,764736.45
"3831",67,1970,595114,233686,828800
"3832",67,1971,606419,249648,856067
"3833",67,1972,631644,267296,898940
"3834",67,1973,638649,269596,908245
"3835",67,1974,656555,288731,945286
"3836",67,1975,677653,294996,972649
"3837",67,1976,698851,305991,1004842
"3838",67,1977,715845,311752,1027597
"3839",67,1978,749094,340624,1089718
"3840",67,1979,752335,345990,1098325
"3841",67,1980,821413,358332,1179745
"3842",67,1981,750975,344126,1095101
"3843",67,1982,809782,351541,1161323
"3844",67,1983,641172,284497,925669
"3845",67,1984,522140,228900,751040
"3846",67,1985,465227,211207,676434
"3847",67,1986,616927,283646,900573
"3848",67,1987,563966,248804,812770
"3849",67,1988,538686,239984,778670
"3850",67,1989,578969,259109,838078
"3851",67,1990,681110,279611,960721
"3852",67,1991,793410,333458,1126868
"3853",67,1992,873758,394813,1268571
"3854",67,1993,897724,440255.5,1337979.5
"3855",67,1994,955049,538411,1493460
"3856",67,1995,960058,596317.5,1556375.5
"3857",67,1996,989557,609797,1599354
"3858",67,1997,934184,590330,1524514
"3859",67,1998,925353,579482,1504835
"3860",67,1999,792888,510029,1302917
"3861",67,2000,802014,496686,1298700
"3862",67,2001,628577,392183,1020760
"3863",67,2002,631372,394683,1026055
"3864",67,2003,771575.5,483851.5,1255427
"3865",67,2004,866717,532353,1399070
"3866",67,2005,1037408,635025,1672433
"3867",67,2006,1025827,607401,1633228
"3868",67,2007,1001066,592760,1593826
"3869",67,2008,890856,531016,1421872
"3870",67,2009,813428,477429,1290857
"3871",67,2010,512122,301666,813788
"3872",67,2011,331374,203575,534949
"3873",67,2012,353493,218586,572079
"3874",67,2013,462718,287814,750532
"3875",67,2014,746337,461369,1207706
"3876",67,2015,821262,515193,1336455
"3877",68,1959,360062,165234,525296
"3878",68,1960,342805.25,155531.13,498336.38
"3879",68,1961,365711.42,168406.66,534118.08
"3880",68,1962,408839.65,187203.88,596043.53
"3881",68,1963,394150.52,178160.27,572310.79
"3882",68,1964,419862.49,186080.09,605942.58
"3883",68,1965,434253.12,186873.49,621126.61
"3884",68,1966,408520.83,173936.21,582457.04
"3885",68,1967,462160.5,186139.13,648299.63
"3886",68,1968,468568.2,185102.69,653670.89
"3887",68,1969,543188.25,195110.45,738298.7
"3888",68,1970,556408,197884,754292
"3889",68,1971,579385,216918,796303
"3890",68,1972,593864,237042,830906
"3891",68,1973,615738,253869,869607
"3892",68,1974,624752,257386,882138
"3893",68,1975,642945,276093,919038
"3894",68,1976,663171,281824,944995
"3895",68,1977,684068,292398,976466
"3896",68,1978,700044,296935,996979
"3897",68,1979,733553,324858,1058411
"3898",68,1980,732901,328104,1061005
"3899",68,1981,802229,340510,1142739
"3900",68,1982,732299,326835,1059134
"3901",68,1983,791256,334397,1125653
"3902",68,1984,627101,270147,897248
"3903",68,1985,509869,217267,727136
"3904",68,1986,457101,201177,658278
"3905",68,1987,595824,266479,862303
"3906",68,1988,553227,239051,792278
"3907",68,1989,526485,229919,756404
"3908",68,1990,566439,248188,814627
"3909",68,1991,666675,266840,933515
"3910",68,1992,774810,317300,1092110
"3911",68,1993,851108,374187,1225295
"3912",68,1994,873428,414865,1288293
"3913",68,1995,930617.5,506464,1437081.5
"3914",68,1996,935057,561271,1496328
"3915",68,1997,968710,577393,1546103
"3916",68,1998,910769,557412,1468181
"3917",68,1999,906636,552455,1459091
"3918",68,2000,773343,480893,1254236
"3919",68,2001,782658,469146,1251804
"3920",68,2002,611265,368536,979801
"3921",68,2003,616781.5,372252.5,989034
"3922",68,2004,755420,457366,1212786
"3923",68,2005,847782,503428,1351210
"3924",68,2006,1017330,602688,1620018
"3925",68,2007,1005232,576631,1581863
"3926",68,2008,981547,563079,1544626
"3927",68,2009,874031,505051,1379082
"3928",68,2010,798024,453935,1251959
"3929",68,2011,501602,286718,788320
"3930",68,2012,325288,194499,519787
"3931",68,2013,347079,208904,555983
"3932",68,2014,454942,276148,731090
"3933",68,2015,734024,442140,1176164
"3934",69,1959,267590,118863,386453
"3935",69,1960,348074.43,156861.6,504936.03
"3936",69,1961,331853.59,148608.11,480461.7
"3937",69,1962,355411.94,160775.29,516187.23
"3938",69,1963,393603.89,177395.64,570999.53
"3939",69,1964,384641.43,170188.13,554829.56
"3940",69,1965,408570.56,177381.49,585952.05
"3941",69,1966,421704.78,177179.38,598884.16
"3942",69,1967,404174.54,167059.36,571233.9
"3943",69,1968,441466.92,175014.81,616481.73
"3944",69,1969,464829.66,177389.45,642219.11
"3945",69,1970,514660,181173,695833
"3946",69,1971,540228,183071,723299
"3947",69,1972,565329,205489,770818
"3948",69,1973,579349,225335,804684
"3949",69,1974,596277,238615,834892
"3950",69,1975,609917,245033,854950
"3951",69,1976,627925,261657,889582
"3952",69,1977,646982,268256,915238
"3953",69,1978,668383,278519,946902
"3954",69,1979,683722,281612,965334
"3955",69,1980,715146,307800,1022946
"3956",69,1981,711625,309834,1021459
"3957",69,1982,782132,322808,1104940
"3958",69,1983,712427,309311,1021738
"3959",69,1984,771282,316274,1087556
"3960",69,1985,611151,255533,866684
"3961",69,1986,496794,205151,701945
"3962",69,1987,448955,191873,640828
"3963",69,1988,573160,249252,822412
"3964",69,1989,542514,229800,772314
"3965",69,1990,513880,219560,733440
"3966",69,1991,553180,236064,789244
"3967",69,1992,649255,252810,902065
"3968",69,1993,752191,299978,1052169
"3969",69,1994,825448,351150,1176598
"3970",69,1995,848683.5,389081,1237764.5
"3971",69,1996,904962,475367,1380329
"3972",69,1997,909259,527830,1437089
"3973",69,1998,945626,545055,1490681
"3974",69,1999,886136,524440,1410576
"3975",69,2000,883959,521863,1405822
"3976",69,2001,752057,450983,1203040
"3977",69,2002,760798,441292,1202090
"3978",69,2003,593697,345591.5,939288.5
"3979",69,2004,600950,350067,951017
"3980",69,2005,738071,431562,1169633
"3981",69,2006,827599,475039,1302638
"3982",69,2007,995647,571178,1566825
"3983",69,2008,982911,545714,1528625
"3984",69,2009,960177,532733,1492910
"3985",69,2010,856401,479543,1335944
"3986",69,2011,781947,430824,1212771
"3987",69,2012,491396,272765,764161
"3988",69,2013,318995,185614,504609
"3989",69,2014,340531,199372,539903
"3990",69,2015,447156,264549,711705
"3991",70,1959,458055,176974,635029
"3992",70,1960,262852.13,113151.13,376003.26
"3993",70,1961,335585.97,148428.64,484014.61
"3994",70,1962,319283.09,141026.87,460309.96
"3995",70,1963,343419.98,152242.26,495662.24
"3996",70,1964,377250.06,167262.08,544512.14
"3997",70,1965,373920.55,161689.31,535609.86
"3998",70,1966,395261.7,167562.79,562824.49
"3999",70,1967,407590.69,166646.03,574236.72
"4000",70,1968,398049.81,159417.44,557467.25
"4001",70,1969,419269.72,163182.26,582451.98
"4002",70,1970,459189,168764,627953
"4003",70,1971,496456,172518,668974
"4004",70,1972,526996,171775,698771
"4005",70,1973,549131,194389,743520
"4006",70,1974,564091,213127,777218
"4007",70,1975,579186,230480,809666
"4008",70,1976,593972,230627,824599
"4009",70,1977,611853,247142,858995
"4010",70,1978,630986,254278,885264
"4011",70,1979,652531,264112,916643
"4012",70,1980,661607,265041,926648
"4013",70,1981,694715,289846,984561
"4014",70,1982,689130,291445,980575
"4015",70,1983,760462,304815,1065277
"4016",70,1984,690679,291023,981702
"4017",70,1985,748869,297509,1046378
"4018",70,1986,594043,240467,834510
"4019",70,1987,483293,193674,676967
"4020",70,1988,439338,182492,621830
"4021",70,1989,546033,229162,775195
"4022",70,1990,528410,218909,747319
"4023",70,1991,500320,208263,708583
"4024",70,1992,537460,222887,760347
"4025",70,1993,628559,237956.5,866515.5
"4026",70,1994,727575,280460,1008035
"4027",70,1995,799028,327482.5,1126510.5
"4028",70,1996,822004,363604,1185608
"4029",70,1997,877802,445324,1323126
"4030",70,1998,881876,494665,1376541
"4031",70,1999,920530,512909,1433439
"4032",70,2000,857543,489275,1346818
"4033",70,2001,859874,490882,1350756
"4034",70,2002,728378,420497,1148875
"4035",70,2003,738287.5,413502.5,1151790
"4036",70,2004,576502,322903,899405
"4037",70,2005,584127,327993,912120
"4038",70,2006,719614,405245,1124859
"4039",70,2007,806035,447715,1253750
"4040",70,2008,971909,539237,1511146
"4041",70,2009,959177,513933,1473110
"4042",70,2010,937879,502571,1440450
"4043",70,2011,837486,453663,1291149
"4044",70,2012,764663,408194,1172857
"4045",70,2013,480927,259092,740019
"4046",70,2014,312459,176890,489349
"4047",70,2015,333510,190082,523592
"4048",71,1959,240046,117348,357394
"4049",71,1960,436014.62,166548.26,602562.88
"4050",71,1961,258276.66,107945.21,366221.87
"4051",71,1962,322297.42,139774.21,462071.63
"4052",71,1963,306061.7,133319.19,439380.89
"4053",71,1964,331087.02,143808.42,474895.44
"4054",71,1965,360972.4,157461.11,518433.51
"4055",71,1966,361953.09,152583.99,514537.08
"4056",71,1967,381596.14,157847.23,539443.37
"4057",71,1968,392496.49,155886.32,548382.81
"4058",71,1969,391186.55,151619.95,542806.5
"4059",71,1970,395699,150799,546498
"4060",71,1971,433170,156304,589474
