"","Age","Year","Female","Male","Total"
"4061",71,1972,481028,162568,643596
"4062",71,1973,508699,160424,669123
"4063",71,1974,530655,183403,714058
"4064",71,1975,547603,200726,748329
"4065",71,1976,558810,211122,769932
"4066",71,1977,575633,216522,792155
"4067",71,1978,593892,233013,826905
"4068",71,1979,612981,239857,852838
"4069",71,1980,629540,247071,876611
"4070",71,1981,637765,247614,885379
"4071",71,1982,673025,272171,945196
"4072",71,1983,665076,272962,938038
"4073",71,1984,736770,285943,1022713
"4074",71,1985,666851,272292,939143
"4075",71,1986,725364,278396,1003760
"4076",71,1987,576527,226412,802939
"4077",71,1988,468135,182368,650503
"4078",71,1989,431169,174772,605941
"4079",71,1990,527283,215082,742365
"4080",71,1991,511085,206436,717521
"4081",71,1992,484287,195682,679969
"4082",71,1993,519112,209059,728171
"4083",71,1994,605112,221224,826336
"4084",71,1995,701278.5,261189.5,962468
"4085",71,1996,770951,305041,1075992
"4086",71,1997,794377,339060,1133437
"4087",71,1998,848875,415588,1264463
"4088",71,1999,852691,462370,1315061
"4089",71,2000,890789,477833,1368622
"4090",71,2001,827119,453993,1281112
"4091",71,2002,833863,461732,1295595
"4092",71,2003,703706,390265,1093971
"4093",71,2004,711983,383641,1095624
"4094",71,2005,558243,301202,859445
"4095",71,2006,566487,305876,872363
"4096",71,2007,699651,380194,1079845
"4097",71,2008,783606,420591,1204197
"4098",71,2009,946172,506939,1453111
"4099",71,2010,934130,482878,1417008
"4100",71,2011,914237,472905,1387142
"4101",71,2012,817658,429013,1246671
"4102",71,2013,746636,386010,1132646
"4103",71,2014,469974,245490,715464
"4104",71,2015,305713,168071,473784
"4105",72,1959,289913,124862,414775
"4106",72,1960,234203.12,110817.05,345020.17
"4107",72,1961,414780.63,156728.16,571508.79
"4108",72,1962,253135.41,102496.75,355632.16
"4109",72,1963,308182.04,130718.94,438900.98
"4110",72,1964,292666.76,125637.61,418304.37
"4111",72,1965,318957.15,135775.89,454733.04
"4112",72,1966,343418.26,146887.77,490306.03
"4113",72,1967,350100.2,143786.36,493886.56
"4114",72,1968,367009,147856.21,514865.21
"4115",72,1969,376721.06,145072.02,521793.08
"4116",72,1970,383108,143339,526447
"4117",72,1971,374351,141251,515602
"4118",72,1972,416414,145622,562036
"4119",72,1973,462593,152813,615406
"4120",72,1974,491847,148626,640473
"4121",72,1975,512953,172139,685092
"4122",72,1976,529666,187414,717080
"4123",72,1977,538629,197252,735881
"4124",72,1978,557701,203095,760796
"4125",72,1979,575743,218864,794607
"4126",72,1980,589325,223552,812877
"4127",72,1981,604979,229511,834490
"4128",72,1982,613057,230859,843916
"4129",72,1983,649799,254640,904439
"4130",72,1984,639285,253680,892965
"4131",72,1985,710974,266836,977810
"4132",72,1986,641706,252965,894671
"4133",72,1987,701353,260572,961925
"4134",72,1988,556767,212525,769292
"4135",72,1989,451972,171262,623234
"4136",72,1990,418249,165463,583712
"4137",72,1991,510169,201378,711547
"4138",72,1992,492696,193408,686104
"4139",72,1993,465176.5,182624,647800.5
"4140",72,1994,498010,193886,691896
"4141",72,1995,580953,204924.5,785877.5
"4142",72,1996,674308,241643,915951
"4143",72,1997,742015,283374,1025389
"4144",72,1998,765448,314973,1080421
"4145",72,1999,818436,386629,1205065
"4146",72,2000,820205,427893,1248098
"4147",72,2001,859719,442777,1302496
"4148",72,2002,793281,418221,1211502
"4149",72,2003,806426.5,432092,1238518.5
"4150",72,2004,678709,361556,1040265
"4151",72,2005,683587,354229,1037816
"4152",72,2006,539138,279436,818574
"4153",72,2007,547717,285009,832726
"4154",72,2008,678356,355657,1034013
"4155",72,2009,759550,393392,1152942
"4156",72,2010,919058,475258,1394316
"4157",72,2011,907439,452619,1360058
"4158",72,2012,889374,444146,1333520
"4159",72,2013,796500,404443,1200943
"4160",72,2014,727882,364188,1092070
"4161",72,2015,458623,231996,690619
"4162",73,1959,262109,110376,372485
"4163",73,1960,276114.68,115996.28,392110.96
"4164",73,1961,227329.77,103902.63,331232.4
"4165",73,1962,391279.8,145891.34,537171.14
"4166",73,1963,245411.74,95632.83,341044.57
"4167",73,1964,292447.58,121055.91,413503.49
"4168",73,1965,277986.36,117549.28,395535.64
"4169",73,1966,304134.11,126217.85,430351.96
"4170",73,1967,324618.94,135866.72,460485.66
"4171",73,1968,336212.74,134087.23,470299.97
"4172",73,1969,351065.78,137448.57,488514.35
"4173",73,1970,358939,133352,492291
"4174",73,1971,361635,125983,487618
"4175",73,1972,359675,130435,490110
"4176",73,1973,392892,134766,527658
"4177",73,1974,444210,142658,586868
"4178",73,1975,473809,138082,611891
"4179",73,1976,493272,159971,653243
"4180",73,1977,510162,173997,684159
"4181",73,1978,517881,183465,701346
"4182",73,1979,538097,189191,727288
"4183",73,1980,550850,202575,753425
"4184",73,1981,563985,206630,770615
"4185",73,1982,579262,212519,791781
"4186",73,1983,586842,214264,801106
"4187",73,1984,624770,236236,861006
"4188",73,1985,610872,234026,844898
"4189",73,1986,683616,247228,930844
"4190",73,1987,616007,235041,851048
"4191",73,1988,674623,242691,917314
"4192",73,1989,536022,198604,734626
"4193",73,1990,435427,160221,595648
"4194",73,1991,401443,154259,555702
"4195",73,1992,489799,186463,676262
"4196",73,1993,471078.5,179764.5,650843
"4197",73,1994,443764,168553,612317
"4198",73,1995,476372,178671.5,655043.5
"4199",73,1996,556625,189046,745671
"4200",73,1997,646307,223586,869893
"4201",73,1998,710933,261979,972912
"4202",73,1999,734577,291568,1026145
"4203",73,2000,784226,356479,1140705
"4204",73,2001,785640,393410,1179050
"4205",73,2002,826835,409315,1236150
"4206",73,2003,758380.5,383408.5,1141789
"4207",73,2004,775213,398361,1173574
"4208",73,2005,652968,333816,986784
"4209",73,2006,654444,325748,980192
"4210",73,2007,519267,259125,778392
"4211",73,2008,528254,264927,793181
"4212",73,2009,655472,331031,986503
"4213",73,2010,734367,366789,1101156
"4214",73,2011,890247,444696,1334943
"4215",73,2012,879991,423405,1303396
"4216",73,2013,863258,416057,1279315
"4217",73,2014,774724,380905,1155629
"4218",73,2015,708253,342676,1050929
"4219",74,1959,234442,100191,334633
"4220",74,1960,249328.99,102581.82,351910.81
"4221",74,1961,263091.46,107926.05,371017.51
"4222",74,1962,220004.97,97242.38,317247.35
"4223",74,1963,366937.89,134737.24,501675.13
"4224",74,1964,237872.11,89475.6,327347.71
"4225",74,1965,277422.26,111993,389415.26
"4226",74,1966,262152.44,108984.86,371137.3
"4227",74,1967,289485.93,116952.88,406438.81
"4228",74,1968,304967.18,124737.2,429704.38
"4229",74,1969,322000.26,124510.89,446511.15
"4230",74,1970,333752,126479,460231
"4231",74,1971,335731,121495,457226
"4232",74,1972,347801,117092,464893
"4233",74,1973,338365,120582,458947
"4234",74,1974,372016,124793,496809
"4235",74,1975,425167,132941,558108
"4236",74,1976,454186,127098,581284
"4237",74,1977,472635,148151,620786
"4238",74,1978,490705,161224,651929
"4239",74,1979,496459,169746,666205
"4240",74,1980,512914,174049,686963
"4241",74,1981,524450,185967,710417
"4242",74,1982,537522,190251,727773
"4243",74,1983,552392,195916,748308
"4244",74,1984,559052,197002,756054
"4245",74,1985,597163,217772,814935
"4246",74,1986,581242,214171,795413
"4247",74,1987,656004,229067,885071
"4248",74,1988,587682,217083,804765
"4249",74,1989,645100,224404,869504
"4250",74,1990,514004,184959,698963
"4251",74,1991,417683,148519,566202
"4252",74,1992,384195,143122,527317
"4253",74,1993,466648,171125,637773
"4254",74,1994,447219,165160,612379
"4255",74,1995,422778,154896,577674
"4256",74,1996,454602,163876,618478
"4257",74,1997,531405,173760,705165
"4258",74,1998,616821,205301,822122
"4259",74,1999,678522,241413,919935
"4260",74,2000,700013,267323,967336
"4261",74,2001,747730,326443,1074173
"4262",74,2002,747889,359115,1107004
"4263",74,2003,791239,375732,1166971
"4264",74,2004,724885,350449,1075334
"4265",74,2005,742434,365173,1107607
"4266",74,2006,626024,306731,932755
"4267",74,2007,624925,299242,924167
"4268",74,2008,498146,239318,737464
"4269",74,2009,507806,244934,752740
"4270",74,2010,631405,307227,938632
"4271",74,2011,707938,341252,1049190
"4272",74,2012,860553,414606,1275159
"4273",74,2013,851132,394488,1245620
"4274",74,2014,836175,388863,1225038
"4275",74,2015,751953,357487,1109440
"4276",75,1959,253494,98849,352343
"4277",75,1960,222551.95,92530.15,315082.1
"4278",75,1961,236573.17,95111.44,331684.61
"4279",75,1962,248801.71,99494.53,348296.24
"4280",75,1963,210934.38,89902.5,300836.88
"4281",75,1964,341986.11,123828.38,465814.49
"4282",75,1965,230528.51,83395.67,313924.18
"4283",75,1966,260494.11,102209.71,362703.82
"4284",75,1967,246024.32,100472.1,346496.42
"4285",75,1968,273827.92,107500.7,381328.62
"4286",75,1969,284885.29,113699.41,398584.7
"4287",75,1970,306209,114391,420600
"4288",75,1971,309619,115368,424987
"4289",75,1972,320968,111316,432284
"4290",75,1973,330588,106814,437402
"4291",75,1974,319441,112064,431505
"4292",75,1975,350628,114287,464915
"4293",75,1976,404204,123430,527634
"4294",75,1977,433495,115981,549476
"4295",75,1978,451795,136972,588767
"4296",75,1979,469876,149120,618996
"4297",75,1980,470100,155090,625190
"4298",75,1981,485828,158889,644717
"4299",75,1982,496883,169963,666846
"4300",75,1983,509988,174610,684598
"4301",75,1984,523758,178776,702534
"4302",75,1985,528591,179580,708171
"4303",75,1986,568289,198979,767268
"4304",75,1987,551778,195554,747332
"4305",75,1988,625679,211032,836711
"4306",75,1989,558705,199647,758352
"4307",75,1990,616027,207642,823669
"4308",75,1991,491042,170403,661445
"4309",75,1992,397736,136615,534351
"4310",75,1993,364417.5,131567.5,495985
"4311",75,1994,440137,154749,594886
"4312",75,1995,422989,150797.5,573786.5
"4313",75,1996,401235,141042,542277
"4314",75,1997,432069,149873,581942
"4315",75,1998,504533,158738,663271
"4316",75,1999,586007,187995,774002
"4317",75,2000,643099,219853,862952
"4318",75,2001,663416,243280,906696
"4319",75,2002,708160,296645,1004805
"4320",75,2003,708434.5,325532,1033966.5
"4321",75,2004,752279,341634,1093913
"4322",75,2005,690991,319478,1010469
"4323",75,2006,707975,333273,1041248
"4324",75,2007,597845,281202,879047
"4325",75,2008,596392,274190,870582
"4326",75,2009,476211,219561,695772
"4327",75,2010,486592,225576,712168
"4328",75,2011,606205,283907,890112
"4329",75,2012,680838,316331,997169
"4330",75,2013,829010,385420,1214430
"4331",75,2014,821225,366719,1187944
"4332",75,2015,807743,362132,1169875
"4333",76,1959,192456,79605,272061
"4334",76,1960,236952.99,90367.7,327320.69
"4335",76,1961,210599.69,85233.14,295832.83
"4336",76,1962,222594.82,87169.72,309764.54
"4337",76,1963,232714.73,90622.31,323337.04
"4338",76,1964,201462.64,82722.26,284184.9
"4339",76,1965,317315.98,113084.68,430400.66
"4340",76,1966,221603.76,77048.11,298651.87
"4341",76,1967,243204.91,92800.36,336005.27
"4342",76,1968,229185.4,91913.9,321099.3
"4343",76,1969,257661.29,98260.41,355921.7
"4344",76,1970,263310,102306,365616
"4345",76,1971,279237,101237,380474
"4346",76,1972,294519,105108,399627
"4347",76,1973,302757,101506,404263
"4348",76,1974,310330,97661,407991
"4349",76,1975,300610,103454,404064
"4350",76,1976,327282,103875,431157
"4351",76,1977,383879,114342,498221
"4352",76,1978,413257,105926,519183
"4353",76,1979,430383,126258,556641
"4354",76,1980,441911,135257,577168
"4355",76,1981,442116,140472,582588
"4356",76,1982,457974,144339,602313
"4357",76,1983,468470,154839,623309
"4358",76,1984,480689,158345,639034
"4359",76,1985,493045,161710,654755
"4360",76,1986,496822,162154,658976
"4361",76,1987,539672,181501,721173
"4362",76,1988,519543,177599,697142
"4363",76,1989,591129,192404,783533
"4364",76,1990,530131,183751,713882
"4365",76,1991,585380,190150,775530
"4366",76,1992,465110,155457,620567
"4367",76,1993,375429,124531,499960
"4368",76,1994,342673,119410,462083
"4369",76,1995,412465,138549,551014
"4370",76,1996,395339,135658,530997
"4371",76,1997,378976,128453,507429
"4372",76,1998,408272,136188,544460
"4373",76,1999,476598,144648,621246
"4374",76,2000,551682,170268,721950
"4375",76,2001,606044,198850,804894
"4376",76,2002,624542,219917,844459
"4377",76,2003,666793,267893.5,934686.5
"4378",76,2004,669030,293237,962267
"4379",76,2005,712296,308826,1021122
"4380",76,2006,655026,289657,944683
"4381",76,2007,672358,303751,976109
"4382",76,2008,568554,256767,825321
"4383",76,2009,567101,250129,817230
"4384",76,2010,453756,200695,654451
"4385",76,2011,464371,207125,671496
"4386",76,2012,580243,261441,841684
"4387",76,2013,652340,291884,944224
"4388",76,2014,796926,357427,1154353
"4389",76,2015,789619,339548,1129167
"4390",77,1959,156279,61956,218235
"4391",77,1960,180875.37,73068.17,253943.54
"4392",77,1961,221674.57,82899.73,304574.3
"4393",77,1962,198862.15,78298.43,277160.58
"4394",77,1963,208222.6,79397.75,287620.35
"4395",77,1964,217741.7,82593.21,300334.91
"4396",77,1965,193253.38,76568.07,269821.45
"4397",77,1966,292208.49,102748.42,394956.91
"4398",77,1967,213038.31,71400.57,284438.88
"4399",77,1968,225760.47,83691.69,309452.16
"4400",77,1969,212154.6,83716.54,295871.14
"4401",77,1970,240598,88957,329555
"4402",77,1971,242275,92224,334499
"4403",77,1972,263265,91173,354438
"4404",77,1973,272938,94564,367502
"4405",77,1974,281149,91141,372290
"4406",77,1975,292299,87803,380102
"4407",77,1976,279074,94124,373198
"4408",77,1977,303753,94018,397771
"4409",77,1978,361754,104677,466431
"4410",77,1979,391781,95839,487620
"4411",77,1980,403028,113860,516888
"4412",77,1981,412654,121562,534216
"4413",77,1982,413959,126671,540630
"4414",77,1983,429704,130699,560403
"4415",77,1984,438795,139228,578023
"4416",77,1985,449492,142499,591991
"4417",77,1986,460918,144597,605515
"4418",77,1987,465519,146059,611578
"4419",77,1988,508645,164984,673629
"4420",77,1989,487660,160276,647936
"4421",77,1990,557512,175811,733323
"4422",77,1991,500657,167210,667867
"4423",77,1992,552063,172546,724609
"4424",77,1993,436110,140587.5,576697.5
"4425",77,1994,350762,111761,462523
"4426",77,1995,320874.5,107693.5,428568
"4427",77,1996,393693,126340,520033
"4428",77,1997,368332,121776,490108
"4429",77,1998,355675,115964,471639
"4430",77,1999,383282,123035,506317
"4431",77,2000,446282,130145,576427
"4432",77,2001,516151,152915,669066
"4433",77,2002,566382,178603,744985
"4434",77,2003,584064,197440.5,781504.5
"4435",77,2004,625269,240474,865743
"4436",77,2005,629678,263495,893173
"4437",77,2006,670837,277727,948564
"4438",77,2007,617889,261532,879421
"4439",77,2008,636340,275984,912324
"4440",77,2009,537917,232882,770799
"4441",77,2010,536845,227153,763998
"4442",77,2011,430336,182771,613107
"4443",77,2012,441638,189618,631256
"4444",77,2013,552984,240071,793055
"4445",77,2014,623187,268834,892021
"4446",77,2015,763019,330453,1093472
"4447",78,1959,164956,67225,232181
"4448",78,1960,145302.29,56077.22,201379.51
"4449",78,1961,169221.82,66693.74,235915.56
"4450",78,1962,205295.24,75182.39,280477.63
"4451",78,1963,185233.43,70706.68,255940.11
"4452",78,1964,193572.6,71828.31,265400.91
"4453",78,1965,202626.01,74813.9,277439.91
"4454",78,1966,182852.5,69754.08,252606.58
"4455",78,1967,266098.33,92108.13,358206.46
"4456",78,1968,203031.99,65494.16,268526.15
"4457",78,1969,207764.85,74599.52,282364.37
"4458",78,1970,193905,75265,269170
"4459",78,1971,216976,78865,295841
"4460",78,1972,226816,84374,311190
"4461",78,1973,240280,80778,321058
"4462",78,1974,252564,82991,335555
"4463",78,1975,260100,80552,340652
"4464",78,1976,270575,76578,347153
"4465",78,1977,256139,84126,340265
"4466",78,1978,279524,83613,363137
"4467",78,1979,337774,94619,432393
"4468",78,1980,362415,85193,447608
"4469",78,1981,374165,101736,475901
"4470",78,1982,383347,108735,492082
"4471",78,1983,385515,113717,499232
"4472",78,1984,400296,116843,517139
"4473",78,1985,407038,124130,531168
"4474",78,1986,417150,126695,543845
"4475",78,1987,429549,129024,558573
"4476",78,1988,432072,130905,562977
"4477",78,1989,473941,148315,622256
"4478",78,1990,458040,145285,603325
"4479",78,1991,522861,158932,681793
"4480",78,1992,468417,150483,618900
"4481",78,1993,514637.5,155178.5,669816
"4482",78,1994,404073,125044,529117
"4483",78,1995,325257.5,99436.5,424694
"4484",78,1996,295474,95290,390764
"4485",78,1997,372020,114286,486306
"4486",78,1998,340307,108420,448727
"4487",78,1999,331570,104404,435974
"4488",78,2000,356515,110014,466529
"4489",78,2001,414840,116285,531125
"4490",78,2002,479180,136200,615380
"4491",78,2003,525673.5,159082.5,684756
"4492",78,2004,544762,176006,720768
"4493",78,2005,583741,215058,798799
"4494",78,2006,588407,235130,823537
"4495",78,2007,628424,248673,877097
"4496",78,2008,579976,234944,814920
"4497",78,2009,598634,249123,847757
"4498",78,2010,506883,210241,717124
"4499",78,2011,505146,205406,710552
"4500",78,2012,406866,165846,572712
"4501",78,2013,418184,172834,591018
"4502",78,2014,524789,219889,744678
"4503",78,2015,592371,246490,838861
"4504",79,1959,101465,43837,145302
"4505",79,1960,152592.43,60625.17,213217.6
"4506",79,1961,135154.93,50822.92,185977.85
"4507",79,1962,157503.17,60513.35,218016.52
"4508",79,1963,187993.82,67166.47,255160.29
"4509",79,1964,172576.44,63752.21,236328.65
"4510",79,1965,179803.99,64818.87,244622.86
"4511",79,1966,186348.33,66711.15,253059.48
"4512",79,1967,172752.4,63120.89,235873.29
"4513",79,1968,239038.5,81616.75,320655.25
"4514",79,1969,193194.44,59737.33,252931.77
"4515",79,1970,189154,65484,254638
"4516",79,1971,175081,62556,237637
"4517",79,1972,202202,71996,274198
"4518",79,1973,206597,73716,280313
"4519",79,1974,217466,70927,288393
"4520",79,1975,232674,73238,305912
"4521",79,1976,238288,71594,309882
"4522",79,1977,249196,67903,317099
"4523",79,1978,235182,75326,310508
"4524",79,1979,257192,74813,332005
"4525",79,1980,311762,84120,395882
"4526",79,1981,332110,75000,407110
"4527",79,1982,345580,90443,436023
"4528",79,1983,354006,96678,450684
"4529",79,1984,356022,100617,456639
"4530",79,1985,368709,103228,471937
"4531",79,1986,374596,109097,483693
"4532",79,1987,385779,112505,498284
"4533",79,1988,396121,114345,510466
"4534",79,1989,397943,116389,514332
"4535",79,1990,439736,133730,573466
"4536",79,1991,425777,130009,555786
"4537",79,1992,485991,141999,627990
"4538",79,1993,433206.5,134011.5,567218
"4539",79,1994,473136,136576,609712
"4540",79,1995,371636,110068.5,481704.5
"4541",79,1996,300223,87842,388065
"4542",79,1997,271065,84214,355279
